uuid,id
EFF30E77-292B-4733-9BFD-6987DB6F85B0,ERF
0F3160D4-4029-40AF-BD00-F92E0D8621BE,ESS
D4996C82-DC92-4CA5-9C31-489DF2B31589,VIY
852B5CA0-EFB4-4991-B3EF-D3AB96CE43A5,TPS
7367E771-326A-43D7-91B7-7B7757B18A7C,FRA
104317C9-972F-415A-9D74-BCCB048CDBC6,FRA
C7F4A06B-4B54-45B1-A093-2522CB410F21,MAO
C634050F-27D8-4731-AEBB-CBEE57927CA0,PNE
5D619E28-89EE-4900-A038-8F7271F32C4A,SZB
8F6E902B-9307-480D-BE6D-C0EB71647C26,""
64544D89-3161-4E49-8DB4-196B9EE5190B,ORY
EB7ED92A-09B2-4F88-AA0A-0BDCD85491C9,ALL
AB0633EE-ADA9-487D-A445-8AE55C77FC07,PGZ
D95AEF36-F446-4FD9-87E9-3AE94BCF7460,THD
70FCD8AE-D861-4803-9C3E-B87AE2F2AF5A,CIA
2606D1CC-8E5D-44E3-BAAE-D87C00827442,LGG
E7500116-9BC0-4352-B5BE-B8C0A36086CE,KJK
19387F6F-569A-4234-A643-D652CB3753C9,OSL
4A62A2F2-58F2-45EB-92B2-EDBC22D4D16D,""
BAA7E3B5-E97A-45DE-A40B-4AD0B04D102A,JOI
CD61F056-C99B-43CA-86F5-D21F9CBA8B3F,GOJ
CBDC372E-E6AD-4306-8564-37BC673FA4EA,TRN
1B1F3A72-8052-46D7-95E1-C753AD45A472,LIS
BFCDBE9C-B49A-4626-B57B-D8E618946DFC,SVO
4DE0B2DB-5B12-4AAB-8A27-028C4D2B488C,NUE
AC926B12-0CA0-4BB8-9D01-9E95923B5CD6,BLQ
50B90BA8-A10A-4B7C-9A95-947FFB009639,CTA
3E22430C-DAB5-497A-BC7A-BBFBD936CF16,TNF
562CEBF0-C682-4D19-BAFC-3BC0F17F40DB,LEY
22B367E4-3BBD-4A22-BFC6-75A0799E5737,FRZ
8C883CD7-8CC3-479C-B37F-4EC80073A12C,ESH
76D9F091-73FC-4D52-80DA-9B83EF8F8D9D,FRA
EDA94F04-298A-4870-9EC6-D95FD1A69991,UTC
BB39A469-1131-41E6-9152-5381DDBF5583,SKS
29E9256E-F67A-46FE-BB1E-1FB00F8D8ADF,THF
BCC8633A-F504-4B33-ACA0-6E758587FB9A,OSL
E1423037-652F-49CF-A4E1-60A8C2749DE7,SVO
D0C8521F-398A-489E-844D-83539B78404A,AMS
859606A2-E41B-47BA-8B0D-A257AA27468F,LIG
ACEB12F2-1B47-4514-A06C-943121B88F98,TLS
BB8DB9E5-C380-485B-B1EF-0A2BB4095D0F,VLC
D18327D7-F73C-41DF-87E5-8F5D74604B1F,UTC
A7D019CB-2A90-4FC4-813A-C8D0F1867A05,AAH
38C7E492-ED9A-4A91-BEDA-A9AFD593F6D0,RBM
EB09BA1C-5F3D-437C-8485-5E1DD71ADE33,HEM
680C4707-9653-4AD9-B507-37545FD3BF62,OSL
A885CADE-3FCC-4A26-A16E-87AB698E81DC,QNJ
E054A187-7260-46D0-9D47-9C835FE4542E,ENS
0E8A0EFC-C529-4B4B-8279-190F96227FD1,REC
0D36902A-1638-47B3-8F9F-B066A8CB7FB4,AMS
F19DD4C2-D14F-47F7-B9ED-C31D4DE35A74,LGA
2CC74522-DFE7-4EB7-B5B6-0E820835F3E0,KUF
5511FC52-50C1-464E-9522-206B8D19D97E,BQH
299ED8A6-A14B-489C-A582-6B825641995D,MAD
F1CAA00F-0DF7-465D-BE7C-59549C148B16,GAI
DE34E449-EC57-4B4A-BB41-F1C11B397ED2,ROV
714E0988-D080-45D1-B7B4-AA404A7E1771,DCI
857557B9-E894-4F6A-A500-11B162667630,DHR
1B5C7CB1-AE82-4FCC-9791-BCEB789F305E,ESH
D8E49242-E961-49BD-B560-2DDB3D320C09,EIN
7AD7C7AF-1696-4CCD-B341-34B10664FBA8,WIE
B047AD51-7FAE-4D45-A34C-491FAEA4A519,SCN
9462D4D9-20CA-4E33-B63C-6869D2A49930,OSL
02F58811-B8D3-419F-8DCB-73E7BB4D59DE,IJK
E12BAF70-699E-4A1E-8F77-95BDB2CBF91E,LCY
D524CBBD-9C18-4FC4-8F27-003EF48DA019,LHE
C68D4C0B-E875-4293-9DF0-E093033D024F,VIY
1446A1D4-A405-4D8B-848F-EDC206BE79D7,LCY
67DBE476-CF29-4EFB-88D2-6CC8D63DA4F9,TLS
2BB8251C-6049-47DE-BDE7-C6E46AB03CA1,""
6CFA7051-6F6F-4C1E-8AFC-2CCE93E3B666,MOL
7CB9F88E-5FCC-4EB9-A611-DF6C484B8610,RSE
EF48E155-D930-4DD3-9CB2-0C39E63639AB,SUB
D3510F0D-F5C1-415E-BA24-B95E2FC07BE1,MII
D673ADA0-0E1D-4E69-A049-E36CE67C070D,SVO
2199D453-E5CE-41BD-87FA-0785827944DB,SVO
76CC86F6-7944-4C17-9385-BA4922B578E1,LYN
1C89FB8D-18C3-407F-A52C-A244CBC99B97,KRS
007B99E7-C1ED-490D-9CC5-1E240001E363,MMK
2FA082D2-8F56-4B65-B343-1BF37C9C3BF4,HOH
AE7F44D4-DC70-42F9-92A5-48759677BC90,MOL
856C457D-D611-4F18-A8C6-35D4108B508A,OSL
5F8DFBBF-0A21-42F3-94E2-32D3C8631BED,VIY
47C18D96-EE9C-4A3B-B69C-827B7B0E85B0,ORM
F2684D76-1430-446D-88FC-FA6839A154E8,CIA
2C0C12BB-0D9A-4334-AF0D-94B2853879E9,ESS
8E152136-4F91-4A02-9629-A4FA2E41F533,BMA
F308FF41-6E05-401B-9F28-1DBE632AC909,BLQ
A7105D4B-4B0A-4261-B96D-E626BE61D458,CIA
02505D72-7CD5-4396-B440-016C706B2689,THF
A1328DBD-279A-4D4B-A37B-52E890D6E4A0,LBG
E5621EAA-2F9D-4C8A-8638-4530C482B88E,LIS
B89E7F67-DB4C-42E5-8671-6AFD79AAC6B3,SVO
02CCB32E-1E17-4E53-90B2-A93195A5E4C4,OSL
6B73A4E1-E802-4F48-BA8F-95AF2A6F1FDE,RBM
B78BB3DF-EC6A-4142-971C-392CD9E2FE0B,VIY
F441EDD6-724B-446E-970A-EFFC10FAD9E4,EIB
D86013F6-5846-4C76-B016-0F079EC982FA,RYG
44FD6BA2-BD68-4786-A181-C1080E5172F3,MPL
C5D3C059-BC5C-4CD8-A1F9-AEE8D64656B1,URO
B46074D3-5575-4500-87AA-CF411F96AF4F,HKG
890B18A5-55FA-47E8-87F1-04ACAA25597A,UDE
EB026836-F2A0-4193-A596-8576546FD740,""
C3DD8AB3-8436-4D08-B0AC-855EBDD8CF1A,CEQ
8734A19C-19C9-4FD5-BCF7-4EA22D710133,OSL
A0E14760-D4FA-41BD-9A14-51FE8E72B377,CPH
341C0683-B90F-49AB-8099-DD8B6C157118,ROV
28BBDEDC-69FB-4ED1-9836-172DD87F08EF,VIY
55A0C002-95DF-4373-A91E-A9E16BA2B9FD,CTA
78833B08-8876-413C-A4EF-A632059E05C4,THN
4FCD88D6-8806-4B53-8EC8-22D8C15F4ADB,SDU
4E395166-8611-4813-A5EC-832812C822F6,LGG
0374CD79-8E98-4AEE-B9D1-883A1AD03B5D,OSL
F4D06353-6A39-485F-8D00-94D5DD2297FA,MAN
5CFB5254-B05C-4288-8EDC-DF8624521168,BMA
E0A87353-74FE-441D-8E4F-10164F21888A,LBG
521E2ACA-AE68-4872-8423-A460C524DCD9,FCM
BCA5053F-5581-4863-BB1E-36A0DFF6D56B,YKF
42CC8EA9-1E7A-4DAE-B3E8-0F41F915086D,OOL
17AAD575-5163-4210-B249-27AEFFF8F931,VIE
5F174757-801F-40AE-A9F2-5E39B25CD587,OBF
E7137D31-D2E8-4650-84D3-E68372777644,HKG
D08DE777-63D1-4AB4-9E1D-1618A3E80751,SVG
274FA0D1-B770-42FD-8BC8-C157154C6659,LBG
86B37ABD-129E-4B99-B397-4784A382E198,ANG
CCC6AF96-4BFA-415D-A3A9-6E8946AC9527,ORY
3DC0F84B-EC21-4925-B81B-527C37278216,ENS
D6B34073-A1E7-41AD-B417-F807F82BBE6E,BFS
18AA42C8-6CA9-4443-8392-FFD8EDF2C628,LCY
C8F6DC02-842D-4856-9CA9-4B338FAE4EB6,SDR
A0363FDA-424C-44A7-BC9C-FCB3FF2B59DF,OSL
594A2B0E-493B-4422-AF6A-6D55FADED613,LIM
FDA38A6B-8447-491C-8BBE-B620238E77FB,LIS
A2FA30A7-161F-464D-9AC9-9765AFF57391,DSA
8AAB6E05-EAEE-405F-9849-7C555DE40B6C,TAR
04C02EDF-F701-4D48-90D1-C1ED0BDE4249,TPS
88081C47-20C0-430C-A593-E0B74C340FFF,OST
759B8197-8616-41E7-9D6C-0DCAECFE0D2A,OSL
CA43F6CA-2D04-4029-9270-BFE4F74944D1,CPQ
20ADBDAC-41A2-4567-8AF3-593456A7C8C8,MEL
BA9152A3-368B-454D-A348-9F019F4DD75C,PMF
CB5BC5E0-9AC7-4456-8B9F-BAF88F7D9FB0,BOO
550E4B4B-9588-4438-BCA9-60631B08072B,OKH
E2263410-B5FF-4C6E-A191-6B56E72CDF68,RYG
6EEEC419-1458-4C00-89F8-3EA520460891,FDH
01066408-91B9-425B-8AD8-DD2C6FF1C9A1,RTM
3605292C-40F2-44AC-B746-63954834A353,HAD
74B572F5-FF58-456B-8D69-C934093B07FD,JOI
37BDE0C7-4777-4D6C-8A2C-EE20047A23C9,RHE
47673EB5-ADFD-4DDE-875C-B5FF00288F94,KID
E031E9C8-10AE-451E-8355-B581B2A5ADF9,BNE
11DB3BD9-EAB6-4C88-A1D4-CDFA792F8232,UTC
F299269D-814B-4C05-9186-C1F5865C7B3F,AVR
24CD963E-126C-4BC2-A9FA-AB0C92BB6B36,KRR
2D7C7987-9592-4908-A28C-637EBAD9888F,VIY
36D74BF6-D8B4-4C89-A252-9A408C62C092,OSL
F773F782-F781-400F-A540-98E8B97A6564,PMI
472C082D-318A-4938-95EA-4CC470C942A9,KGD
0C2541E1-9590-4BF1-BFFE-614A4EB9608B,OBL
70CA4CEB-375A-4AF2-A226-582A571DB76C,RTM
5EF898E5-A74A-414F-9F70-A41764EF7D2C,ANR
F7B6F9C7-F2FD-4A93-996E-8950510D150C,MEB
CE2E343E-5D3E-4458-A585-E1F8660F9C26,EMT
6C9C36EC-BA6A-4661-92AB-7F3C28BD7AF9,NAP
F1FD1F85-516E-4E2C-B380-5CB9B782627C,RNS
23226A2E-ACA6-4AA0-9536-966B758739A6,VIY
CF3A2456-6A96-4660-A4CF-60206920F09D,BWU
960E8BCC-3EEF-4CD5-BB0D-61798993CE37,AMS
8E6D0DE7-0CF4-4737-94E5-C2522900F718,TUF
E7077559-A855-4E25-BEEF-0C81634F7A5A,SYD
76DA7024-3586-40A7-8A10-A6F3328F9939,AMS
48404264-2CF9-4524-B572-DC93E7FA8589,VVO
801FF4AE-346A-4F6C-8BDF-CD670FB1E79C,""
F239C82F-F373-46BF-8284-39E5992AF688,BGY
89A8AC29-D7F1-4CE6-B1B8-51B139037F42,PLU
C63E7327-C4D5-459F-BB27-EDF0FC48FCBE,""
3612ACED-69AA-459B-A67D-CCA81CA22198,HAW
5712CCCD-C55D-4EE0-86F1-7B78765EE45F,SVG
A93117A6-AD9C-4F0E-8D2D-C37ACA802C4C,DOH
7DCCB3B4-F60F-41ED-8F2C-3E2638C86322,QPG
286F4BA8-FBD7-41A9-8CD3-74BEDE4DD75B,OPO
3D446730-9B7F-4F92-907C-DDFC8E743E75,WOE
CE9AD5C9-BAB2-4A67-809F-716621B3B95F,YOW
FF8D4C56-4BB5-4FD1-8660-C6D51874AC15,GHF
7B2F7355-0CEE-4F04-BCC1-0CA14D3F05D1,ORY
6FC05379-C0ED-4004-9747-5042D5CE5943,XDA
A674BDB5-B8D8-4F41-8310-D5B38CBD6025,""
5F846D90-AC32-474A-A08F-7044A84073D3,""
8FBE978C-1342-4F6B-912F-6342CDDEEBE8,LIN
61AD548E-25DB-47CF-9FB7-1F74017A8AFA,LIL
D2F98268-671C-44CA-A98C-14AF71EC9EB0,PMF
D9D65057-B4E7-4BF8-9871-93F0E5C734FD,AMS
BCD6F453-7F1D-4702-B4FF-59ECA1856E3C,NVS
6DE19A80-4161-4A31-8343-37196EDF038D,CMR
A6EF6200-7EB6-49ED-BED5-D0857668CC74,LBG
F7581319-EA04-4C77-990E-114397748DD7,KEJ
3ABB39CB-A705-4AB6-8887-296C11048BD8,BED
4587EED4-C0FE-4175-8353-8412EB67FE2F,BOM
E7D7C6E2-AF4A-4D52-A463-FBECC5E3052A,GMP
82CE68E1-91F6-494C-B684-C73A7182E305,PLU
901BAB9B-4045-465B-BAC7-0FC1D69B60FD,LCG
AA59C295-02B2-4543-A874-8A42E41E6D2E,PMI
7E1E5633-75F7-481E-84EB-178E8D5FDA1C,STR
C760ADCB-D186-4ACF-8ACA-F9A92C5F36C0,FLR
CF41CA78-D9D2-4A75-9FB4-4B8B6AEFA888,GRQ
0B10A11C-FB2C-4E63-9D7E-F86DC355C98C,PGF
52082AC5-5758-4B5B-B3E6-5AC1AB7862B4,LBG
82A35823-E3F8-432E-9713-6CF60F943B52,CFR
49EF73B9-A371-45F3-A511-0EFB74D751AD,BGZ
4EF811A7-678C-4D3D-B048-EB6750BE0FC2,AEP
C820FCEF-A2BE-45A2-B518-9D2687572A76,EDI
6C881363-A166-46AF-B363-9C3B12555076,CDG
7001E073-D49D-41BE-919C-F75E1DEB4B71,EDM
0E52DFAE-72D7-4FA3-9013-3FE19FA36CD1,SDU
139A7817-F440-4663-A404-CC77109CD514,ORY
3C04CEB4-E268-4F78-B3E0-C44BEE44ECDC,CDG
4AC78563-0379-4A8B-98E1-23A38BA4735B,ORY
FED61240-88EF-4673-93F7-66CC815A788C,JOI
E7DC47E6-6A6B-4B84-99EE-20B5C1127A16,DRW
EB7F0CC9-6925-4645-9F0B-00E3F05E9BA0,SVO
65FDFCE2-9297-4AAB-9124-46CE8AB2FC49,CEK
2BEFF95C-1BB0-43B4-903B-AB74F831383C,THF
6801E2AD-6F24-4264-BBFD-2B9A7E856E1A,OSL
B17C74F0-A32F-4C06-A663-D4F493D07BA6,HFT
99212F84-F11E-4322-B55B-4F46B5AF7C43,RTM
BDBB210D-78BC-4F04-8022-6842F9C5C466,RSE
C45AC2B5-E2A3-4596-B622-CA3C7F65A26E,OSL
0A27D1F6-B3D3-4545-B84F-CAB64DF626F3,JPA
B0D170DB-EEFA-48A3-BCE0-CBE43CC1FB9D,STR
6AE5D497-B546-4EC4-910C-0F3EF1EFC8B1,OSL
0317C713-8DD5-49D8-979A-57A4688E9E34,HOH
8B713B2D-88C3-407E-9F66-8F1E88CDF506,OSL
0D2C7D9A-740F-4FFE-968E-141F776012BA,CGH
35CFE8A9-8D78-434C-8354-A72AE74D31F8,TRN
4A4EB177-8623-4194-953B-47B3ED6D72E6,LIS
D8C78822-63B3-4641-B290-7D156C3EA731,VBS
E7324725-BDB4-4B6F-9EC8-ED56EE31B888,AEP
11C82ECF-F914-4E6B-B223-FA1B1CD61452,TSA
F85D0E98-AF51-4DC8-A4BB-3A19299118E5,TEB
75B5A982-AAB0-4265-9316-2D44BD17B7BC,CAT
9330A371-D1FE-45DB-9AA5-6CE9FBFCD5E8,VRB
2848F612-6A0B-42D1-B756-A8175D0CC097,IAD
CBAAC4F6-F7A5-4FC3-89DC-A7B6B5D0BF46,FNC
6CF4DC04-1B9E-4471-B5F0-491530D10C75,OSL
998E8538-9ACA-414F-B215-34A5E71FFF2B,HND
40CFD07C-6E16-460F-BFB5-98A3D7763FEA,FRA
B035AAD1-0236-4B47-B4B0-6E70002F9754,VIY
635959F8-582B-4BDC-9F6F-838CB7A0F2C9,CMR
03F6F739-6DC3-4912-9FDC-3E12A03499E0,YEO
0333DB43-2AE9-4FF1-895B-C95DC26B7EDC,CIA
9806F1D8-FDCC-4C0A-8B71-87D82273BDC8,WIE
CDCD3333-3791-43C0-B083-97F0036D773D,MEX
8BADD327-FE65-4DE3-A191-2C65EBC8DB90,SVO
AF7E224D-58E9-4C9D-B949-2EE8D9D1F7C0,UDE
3A806C82-647B-4B67-AE55-8FD927B373A2,GNB
9178778F-51A8-43CC-951B-37C6EAE0C157,KLV
C19F88D3-3736-49E8-BC33-94472230047E,RIX
2371639B-7C64-41B1-BA6C-12ED94AB53AD,SVQ
72F8B169-82D6-41CB-B090-0296F8D8E294,LIS
B8AC4AC4-1BB9-409E-98D8-2902BCECB9BB,KRS
34FBB7BA-94CC-4AF2-9F0B-6FBA77A854B5,""
DE8A842B-0F3F-4096-B825-C69A0F81287B,RAO
581AD102-CE63-4541-8BA9-5525D222D09C,SDU
98B284C1-A822-4D5C-8249-9755A417091F,SNF
B8CFDE80-628E-4AC4-8DD3-8FBECFE49E05,CGN
6EE22789-99DA-43DC-9E2E-E8FC14C49912,AMS
581B5AD8-8668-4751-ABE7-DB945A411FD0,DCG
450B02ED-651A-436D-8390-D4E9D8FAD283,LGW
6261AF29-72A0-4404-ADB9-980E70EEE8B5,VIY
1F16BE42-6478-4454-A912-3C7D09C5873D,MZM
9F84AA29-98EC-4E18-ABDF-094CEBD2F450,MIA
D117E5DB-EE17-47EB-9BA0-5AC7F711A6EB,NHT
84D4B373-321D-4034-93A1-D7CA6F3C69D9,LDB
5E6F6439-5305-4A7C-AF24-09BE2551F92A,HMR
E512F2CB-487E-47CF-8AC4-5974A98315FA,BWU
A2718815-B5C1-4628-8600-231A9FFF3DBD,OSL
53D22947-066D-4820-83B0-9E8527F3F9F4,AMS
559CA3C3-3B9C-4FC4-85A6-FE1907FA6777,FRA
BA97DAF9-6C35-438A-BC10-D79D578537EB,ORY
8044CA11-C74A-4FF2-A281-BAAD89A1FA20,LYN
E8955432-78F6-4E17-9052-20304A2193A9,BKK
3915979A-0F19-4D16-9466-C4AFD3C0F901,PSW
182077B4-A6C1-4A99-9A06-1DED2DC7CC7C,LIN
41BB0F6E-3B74-4FF6-9183-BAE4F7234DAB,UTC
775B20EB-4157-4350-94FB-0FE3C094DC9B,OPO
BDB238A7-765A-40F3-9C76-EAB0578968B7,CIA
9747DFCD-0E10-42A7-AB71-12F3E61226F5,AHZ
5B627136-B61F-4084-8A1C-1B4CE02946BB,BLQ
0694A011-852B-4166-B0C1-0C15447B0E6C,VIY
88522117-5389-4A61-92BA-92787A2D0F20,LBC
24596B6F-113A-45CD-A83E-31F8288026F3,CAT
359A9F9A-3D92-40ED-8F1B-C06675414C37,ORB
EC02C5C9-E694-41DC-AA67-23DE415C61B7,JFK
0A5E34D1-EA5D-4944-B60A-F65D244B8F42,KID
DC2DEA5E-1A96-4BFB-96D8-2E80C1F6223F,AAG
9CCA16A7-BF36-4DE8-9329-EC8EB60E673F,NUQ
640277A7-A6BA-45C3-A72D-AA16B9D45A2E,OSD
F07773F6-9892-4720-9022-17B35512FC3E,ADL
FE4066D4-A0BB-491E-B147-F7F53E6CEDF9,ORY
6034A3F4-0D4F-4C34-A8B2-617BC44EB78E,VIC
740CF09C-766E-493E-8D63-DEDB4309CE23,MCO
1A8FBBA4-72F8-4323-ACE5-E0EED089FEFC,""
24AD0A2B-0DDE-4896-A4C8-6A3FEE4F6FD4,AMS
8A0669C9-CA1A-4A20-8C05-69C16F66A62F,HAN
9867CC99-7230-4497-9243-E1837E6DC795,OSL
3E9624BF-B7D4-4F99-B89D-8EF22AADFBDD,ABE
0C26005A-A8FB-4BD9-A00E-0D0111FCCED6,LEY
0CBC4724-73E5-4E81-B9C9-EFB42B1143B6,ROS
C1B60A33-E597-4681-B822-1F877508AA46,SUF
AC2A9E5B-B7E1-429B-AD21-4090A904AD18,GOT
84E81EA5-34A4-4D99-B27B-84EE5EFEF0E2,RUH
817AAEDA-B733-4749-95FE-CCAA015A1705,MZM
90E9E8B1-8F2C-4EE2-A484-26B260A6C1EC,LIN
1DE95A5C-360C-4775-B4FE-7463736DC9D5,AAH
318FCFFC-1518-4A35-8FCD-B3148D24DA74,ANR
F012D6EF-1344-4693-9988-038452453C9D,LHA
FDB22019-EE33-4E38-A7E0-E428862D2781,GRU
5FE4C6CB-EF65-4C5B-82CA-5B61A2AE5995,NCL
1C95F397-2693-408F-981C-7A24D866832A,ENS
9B2A79A1-3840-4C26-A90C-D8F58A902403,GOT
466A0636-238E-4F6C-90B7-39B96C5F996D,STR
6898B8CC-97B5-4F46-8AF2-839B51234CC4,VIC
0CE2850F-A294-4B02-A4BE-8ABE176DA9F6,SDV
DCA86CDE-F2CB-4030-9162-563D9B2EC3CE,BGO
946F3946-2D56-47E3-BB5C-96EC983CB4DF,LBG
ABC8AD8A-28E6-4AAF-8064-035A46DC47D5,BOD
01CB3819-35F2-44EC-962C-203C668DA116,SGE
60F07449-FA79-4E03-90EB-B6A792F96DAC,""
783CCD7A-A73C-4157-B657-8059D3D1366E,""
EEC33F5D-48C9-4354-88AF-C0D954C56ADB,KTW
86BE6F1B-3E8D-40A9-958D-CF7012213FB5,LED
C3904F3B-76C3-49DD-9AA9-F235FB2CA334,HFT
EF5D457F-C05B-4F57-9BF2-F0E3DEAE53D8,VLL
D1E60BD3-3F2B-4E5C-BF52-16B0E5A687ED,""
4C85EF82-09CD-4954-B669-DA8E5EE6C760,HAM
B316A404-69AE-40BF-81F2-15F66D068AF2,LIN
8A9B2D9F-C877-439D-9FC1-D1756C22E6A2,SVO
1799EE83-C259-4A7F-B5EB-7EC4C043C067,CUR
46F4980B-7BB3-4156-AED5-B9D8A21482A2,MPL
6A4226BD-C989-4DB4-91B9-9E5FB8DD87CE,OSL
4E941B82-9F72-4F85-B4AD-02278B5B4627,ZRH
03B659DE-7B33-45D9-8B47-E3D860445925,BRU
