uuid,id
665CA6A2-C88B-4151-BAAA-29BD25055527,PER
D37F9762-D448-4A36-9F7B-CE093C346AF7,LYN
7FA37FDB-1DD9-4044-97E9-7521DEACD5E3,BMA
F05DC19E-AD38-47E1-9745-B7B379FA4034,PIS
CD43230F-FDA7-4DB7-85DE-22B38A579042,ESS
81441750-160D-4EA5-BA21-69F2133D3977,TBW
D78D7F27-E7B0-43E2-9C77-934882CBE013,KRS
34CB135A-B4C8-45AC-BCE4-E2A50B8046A6,ROV
A277011C-7067-433B-A24B-23546D2446A9,LGG
D8CFF738-4BCD-4B2D-9EF5-0C31F7226409,HLP
428DC818-15B0-499A-AA58-6EE14BF01F0D,UUD
4201663B-57F6-4DDA-8888-7E2E52BB00A4,MOL
0EC4268E-BCB8-439C-A633-8E4D1B2D1FCB,GKE
95BC79C4-BAFB-478E-A35F-AC04E77C1A4D,HDB
FECB0CC0-CD22-4F53-82B7-325FDA2BD7FC,MEB
FCB69580-B88C-41C9-B61B-805633C23A5B,LYN
F2297A84-B8DA-45CF-8B97-CEA48AE426C6,HAU
E7AEBC73-651F-4208-AA7D-750A552594E6,STR
7F586EEC-D498-4FDE-85CE-40CC0DFF8CD3,LYN
39A9A77E-659D-4B61-ACBB-1ED1DDDC72B3,WVN
DF20A12F-1130-41E4-A015-459993B9DB86,LIN
A52C270C-CA18-4B0B-9CBA-5CCE1C595BCE,OBL
10250000-75A6-44FF-A8A4-6D7AAC0E3908,VIY
0CEDAEA0-E71E-4353-A92D-2726583B6403,BAT
B52D6C47-3606-4C79-8AE7-02FA0CC3484B,CPH
7F58FEAA-3B33-432B-8EE3-48A5C2BDB2AF,LIG
60CEC267-F404-4C0B-941D-CAA6FDFD0286,SVO
F9B253F2-AA23-4178-8726-B6E1ED8B36D3,XCR
5DBF8C7D-35A5-459E-A6BD-6527FBDCC95C,THF
32F6EB30-CD94-4F32-ABF3-CB40A718D6FE,RTM
B49A788C-2EF6-4953-97CC-D7992965A8E6,SVO
610BD896-3BBA-4A44-BD1D-EE0BC8C84CDE,TXL
4ED00DD5-F897-44D0-90A6-F896B8743886,VIY
D40F71A7-2FFE-4E79-BECC-B0AE3DF4DAC9,ANE
8D9CE475-0A49-4E91-898A-CC0C9ACD1C00,MAN
28F9F37D-FFBD-47A8-910B-586A4FF7F46E,RTM
F79E2438-ED44-4781-A950-92262D90F158,AAR
7C5F11F4-7553-4B94-A890-479CBEFFB2CB,CPH
38017299-5DEE-49FE-90F4-E7228F627EF3,ITM
DEAB7F93-BE46-454E-B24B-224FEB53F187,CIA
9A8D6235-6D00-41B4-BEB9-E2B8A43C8C87,MAN
19FB81AF-B4EA-4784-BD25-427AB6C9C355,SVO
94C2E4D3-59B7-48C6-BAFB-EAF90DB2FB6B,NUQ
9E1C4EBF-5B4A-4A9C-B361-0072730C7F84,OPO
340DAFD8-8B49-4CCF-8E8E-5D99356136C4,GTI
F5B32326-9E69-4AA9-AEDE-729B359BAFEE,AAL
F425E678-7384-45F0-927B-30D3654EFF2F,KSF
5C01C2E6-C282-465B-A339-E723AAE52BDC,SCN
D35B3861-4A03-4B9F-A7D1-74A01AE514F8,VIY
D6A007B6-E975-4A05-AE2D-395A971E4256,OSL
6EA97A69-3319-4BE1-A3C8-0D82BBDE501E,LED
199699AE-597A-415B-8D0B-88FC0264A12F,FRA
A7DE4BBC-2FCA-451E-AB8E-EF58B6EF5F7D,THF
B9328C99-F5F2-4591-B2C7-31E66F09D611,DMK
7A715FF7-C185-4B2B-9230-E5FD811B149B,ABA
D2A68337-B1B1-4010-AFDB-F900B8974BEC,HEL
50C24765-F6EE-4255-A293-046A0A3A3790,AES
B7793BB2-6EC3-44C5-9517-581467F7797B,GRQ
371E9857-B00E-4CE8-AAA4-2A0C30475225,LCV
4B04AF50-FE59-43C9-B7E8-8CB0C3CA24F2,MAD
340CCAE8-BA52-439E-8AE7-3242F67C67A2,UDE
747EA829-A112-46A4-9E5B-965444F44234,ENS
983FEBA5-67DA-478E-BB99-5E25FC5604AD,WLG
BF639038-5F07-4030-9E94-7985A8713398,ESS
E58CF223-5D2B-47F0-AD23-88030F88E57B,RTM
EB33536E-F296-40BE-8FE5-EE93BAC61B81,SVG
10AFBF00-BD75-407D-8255-329FAE68791A,DCG
54E1DDEC-30C2-4C52-B5F5-32ED1745FDD6,LAD
FA4CC5D0-ACE8-4962-A677-F6D9EF88BE8C,""
B5191108-F54F-4AE4-AD70-D38C3B7F3524,BCN
87A8C5C7-0D8F-4415-85A4-375D8A62F0BB,SVG
46C9981D-9F17-4A6E-808D-EA5576FA2B45,LPL
FD859539-5650-4EC2-ADCD-1EF66915B97F,RHV
78C7CFC9-944B-46C8-B46F-2675A4B1C588,WIE
EB135C86-02A0-481A-ABF2-7FAFD09006BA,""
