uuid,id
49C7DBC5-716D-4303-95FC-917C62AE8121,FRA
7A08A5E7-C058-4031-99D8-72E55A92C176,STR
8D4CC263-371F-4D2E-87EB-17732BE3BAE9,DUS
EF7058B5-D75F-47D6-84AD-4C59B1ECDA78,ORL
C34F7233-2AC2-4FFC-8236-239ED0270CBF,NUQ
2F2EF0CC-212F-4B71-9EB4-C9BB25FFAF9F,VIE
8960A8AA-4D95-4AFE-B1FE-D74D47F61839,HMR
A2BCA58F-0C02-437E-BDB1-B13EAD1676C5,MBW
03675793-218B-4A71-A76B-E02F171E7771,SVO
3D878DE6-A487-4CFA-9312-BC66AEF4B442,UUS
55F7D747-23A5-44AE-AA1C-999C416AAFA5,SVO
B2E680DE-18A7-4B00-B13C-F971400A4090,SDU
D71C4C45-FC6D-4070-A4BA-B387FD380B3F,BNE
1A9B4A28-386B-4436-9005-870BA261BFCF,LIN
96E25E7E-D6D7-48A6-9495-75878010AF52,BMA
0E59EDBD-33BD-403E-B5CE-FCD3D32478D3,GRQ
AA8B56E7-4C7C-404F-BDCD-04A02E32800C,BNE
BD0904DD-D9AF-4C2F-9267-7B5F9E434BEB,AMS
CD007DD7-2FB7-48E7-9FDE-E136B5AC4614,SDV
F214CC95-71CD-40D9-B9E9-D50767378D4C,MRS
C3ACF430-A9F3-4F60-B777-2FC31B2C9878,EIN
634820FE-0E40-4468-BA4F-6568D7E29A5E,RSE
C3B82A32-ACC6-4B68-8DA6-B54F059C8345,LIN
C2FABFD1-9A07-49FC-B197-FC70990C233A,RDU
36570BB9-D54F-4BBC-9911-68397F7156CF,BOM
88C38AFB-E5C2-49AB-A6AE-5951B22DEE4D,LIN
8127F504-31B4-4AAA-B581-EF38E6DDDDDC,LYN
E33A4CD5-4047-4354-A76B-9FDB7F1E0D06,POZ
0BC41FD9-B761-4B49-8A34-CD6FEAEF5C8E,VVO
DE9173B1-06B3-49C7-BFAA-4373ABF9B274,QHA
C299E407-3A96-48B6-BC4C-5DCFC80007F1,DUS
F60729FA-4B34-49D5-8352-E396399015D5,MUC
C048BF53-E74B-4651-BAEA-A73C08ABC385,ANE
BB37C79C-748A-485F-8FAD-2CE7370766AF,QRA
D1BBD58A-11FB-4D71-ACC7-7057661954DF,BRN
2DD6C10B-C3CB-46EA-8EEC-F66C1A2A3D81,CGH
FBB7A8A7-9B41-4442-A1B7-19839F9B1C14,TRD
5D2C3E01-1583-4C76-8855-79EE3C28F813,FRA
D9C02829-1F3A-4FE0-AF1F-7EE2CA4C3460,NAP
87E8A9FA-AB93-4DD1-BD17-8D66D622B556,NCY
99A6527B-350C-4BDD-AE30-BAA98BB12AED,TUF
84A301AD-E901-42AB-B36A-959132527742,SDU
347CAE2B-3EE6-4548-8071-53C9C3058C83,""
C945B2BE-1073-4790-AB72-507705EF823C,YWG
63BF5728-9155-4551-97CB-CFA43A7EA698,NAP
CA5CE3FE-6CA6-4E15-941C-F144DD5FE1B4,IGS
673255C2-628D-42E8-9BCA-943E50B5DF0A,SVO
27726669-5DD5-403D-8593-6BC64D45D4B0,BNU
EFBCDBA7-EC4A-46D1-BEA9-1972FFA25078,EXT
21E0C40E-B2B1-46E7-8DE1-B5D3B057D975,BLQ
FE625100-160E-455A-9118-7BCB68D21426,VIY
0D10D16D-ACF9-4B38-994B-25A5C746AD85,LLA
E682AA37-A4C5-4389-97F0-2990A139A486,LAD
8AFFB7AA-1613-46B9-8AF3-8842FC51123E,TRN
399DBC49-25E1-4F77-A0F4-139B5ABE2397,VAC
63D595C0-FD2B-4B18-8AAE-42A6A8AF9221,VRN
75DB8F95-7C29-4864-9A0E-CDA60ED41E0C,HDB
1CF75ABF-A5B1-430C-8365-EC56678570B0,CTA
614AF6D4-5F3C-4877-8180-EB00643F0030,CAS
5DEE8A66-42CA-43C8-A434-F9DEFB0C88D7,FMM
7B20F947-99EA-426D-86B6-D8AC3F612E46,""
8202B62E-4FB4-4167-9C11-57B938E8000F,OSL
0F4BD0A3-3D48-4BB7-8FC4-40AD0F372AFD,TUF
B8DEAE4A-E7EF-49CB-94B8-BF7249EA62D7,KRS
055F19A5-8AF1-4535-95A7-E999F329297C,EAS
1E927C01-B87A-4F5D-8010-BCAB38740C7B,AES
8172F4F5-DFD1-41C5-A366-8AF0B6015307,LBG
8D528872-68FD-4A90-8531-84D476354FFA,ALF
