uuid,id
783246EF-53A0-4FC3-BD1B-52E8BB230E5A,VIY
5FB86B0A-4016-4F54-94DD-FCE546D4AE75,NUE
A0863D42-E511-439F-B5B9-0D208A303CF7,ZRH
D75EB016-884D-49DA-A4D7-959DEA2463A6,LLY
AC5C8CA0-96B8-4BD2-B869-F335A0AC386F,GOJ
EEE89C9E-EBB0-4654-8ACC-A581097568BE,ERF
1119406B-E745-4A1F-AABB-DAE704EFBD6E,""
EA18EC6E-DA12-4068-9A1E-A35A4EE9B685,VIY
55B2E7D4-5496-48DE-98E0-28019B71F1BF,FRZ
257978C0-C538-4425-940E-7C8B3F2AE1B3,STR
A26E91F7-686D-4777-A644-FC8290F00ABE,TPA
71FFBB47-AD9C-47DD-8394-3324D13F6E9F,YXE
D8DEDB58-A983-4E65-AC06-D84C4341E8F3,TEB
752AF286-FD49-4F6A-BE97-D1A0233DB33D,BVA
B14ECCB3-221F-4552-A85E-1C3DEF0BE4D5,KRS
4CC537B5-2430-4A81-9FC6-84DDB06745B7,URS
04DB870D-2CFC-4046-AB6A-01DBA1701A09,FMM
EE6F1220-D1AC-4CAE-BEA9-75536E1F3514,LYE
5A5152F3-5003-4256-AEFA-571FEA2BAD0B,COR
5AAADFE2-E386-4D1C-960B-A981F461C666,GOT
DBFE985B-D0F0-4811-9FBF-6FD6A0AA0DB1,QNJ
AF5B288A-BF8C-4749-BD06-94F6B5C41520,GOA
F6CFE946-3945-4089-A36A-1841AFB2BBB9,SVQ
2485A753-07F8-4266-8E20-901B926DE979,EIN
08B6921B-5C4A-40AC-8DCA-98F1F9300F08,""
9FE565B2-D6D7-4558-8C18-3C30B51B3DAB,ANR
34DB0944-D9ED-4F6C-AA09-81CE2BEDBEB6,AGH
DB94EEC0-CB0D-4CCE-B3B2-7761926C2CE7,POA
12BD2455-E62F-46BC-A8A4-05501BAEF2C6,LIS
0F20149F-BBC8-40AB-97E5-4B64862F9342,SVO
B9959798-CF39-4600-81E0-485890A0A2DA,GMP
